,disgust,trust,surprise,fear,sadness,joy,negative,anticipation,anger,positive,valid_tweet_count
fcharles81.csv,0.011360190069197296,0.03800668066932491,0.020864547076627445,0.02083335317390177,0.013471247601109015,0.030776117153879817,0.03175662732692527,0.03315713466318676,0.019253101512327033,0.059887529475784726,2483.0
GeoffMillard.csv,0.01277794960888802,0.04075623549720509,0.013560123331181648,0.019902133699062834,0.01804998322779979,0.025902542796530075,0.03680103030037742,0.026359087344225356,0.01994304715501068,0.05928575419759929,10766.0
cNikonphoto.csv,0.004893493244219013,0.018636310479838773,0.008169386123895154,0.00947146832576146,0.006385728278914404,0.02223464937009503,0.014025574574777376,0.017070969833959185,0.007399640697727647,0.037272424566822955,6981.0
veteranhank.csv,0.016891426660532578,0.04415033731005062,0.016870825383467684,0.027029810230679623,0.02114591152283889,0.025564328829103002,0.04430516573229257,0.025453614129549794,0.022076311708022572,0.0703684892986006,4980.0
RalasGang.csv,0.010976121798744253,0.047491240183526295,0.022267395131468297,0.024039976265512457,0.021655713652303427,0.05243656545424099,0.037153287635794015,0.037858850905935076,0.015301226037572016,0.07707145590002061,1209.0
jamesmartin0848.csv,0.01203060425110768,0.03365485277161625,0.024364994978931225,0.017051864012355603,0.010645423204989093,0.03791667897996833,0.02566546497141379,0.035030608506717326,0.013446267284274257,0.07701913521802267,1021.0
UndrshfGElliott.csv,0.011184866942512313,0.04097396248270767,0.014710422359400666,0.02962031600073994,0.02186168897676895,0.01990229973092654,0.04300873132670169,0.025641146826422337,0.028201341600964297,0.04587313821059904,465.0
JeffLaughlin2.csv,0.014930514166437871,0.03883971422045219,0.01131322729827979,0.020141775935741502,0.012549510760567463,0.026459132938030858,0.03315969120704186,0.018765854596260578,0.015136692352843756,0.04728711042091436,442.0
jerryesummers.csv,0.003373810827129365,0.07901411272037541,0.008310021666978824,0.010420476472152282,0.007729148315340487,0.09121925575603203,0.011244908193010297,0.061782739944640216,0.00495214629902541,0.11723421247975668,291.0
tulsatilly.csv,0.012189427079115854,0.04333161634150754,0.012069553774055929,0.013827661561643945,0.012830600715675898,0.02925911605382069,0.03443225241830541,0.02761303244061322,0.015108832095842302,0.069512677874059,572.0
MelanieSmith82.csv,0.017261964820233407,0.052534135265882576,0.020363561974332613,0.01359572122130632,0.024694651271401746,0.04637172545052677,0.0299324767090052,0.03259306066814632,0.013393906623651355,0.11296937331355605,212.0
anthonysbbqrubs.csv,0.006843042001727005,0.03696915235080886,0.016899470526468525,0.013158890853981156,0.007662652212285682,0.06583761657427575,0.026136515380504655,0.04043232695823148,0.009333652125034229,0.08390341345896427,533.0
lavekyl.csv,0.01566210760972002,0.034537922996604964,0.01673640807596757,0.02010569408161119,0.015665937476426233,0.021845479351469046,0.03637802549112948,0.029508065604775008,0.022432268293303137,0.050389672338097,2148.0
AnitaResists.csv,0.02469364373752577,0.04987730727935052,0.020653691291387232,0.03601978711727537,0.027249049093798033,0.03378297065386007,0.06086177994233026,0.03176448728846656,0.033444047061545065,0.06876983569315559,5515.0
BurntShine.csv,0.01441174929606683,0.042855395329592906,0.01685246678984588,0.019396138230559776,0.0176341959654866,0.03945862008930644,0.037108005414306956,0.028335050964204373,0.017199325150115335,0.07445840225192386,2191.0
Persch83.csv,0.009609894514941673,0.023350322549403106,0.008944119331448095,0.016108797264925222,0.011722737084077013,0.015847128680368635,0.026113419610077144,0.020701090896872033,0.014880066206649552,0.0440804810479791,1437.0
ricinMD.csv,0.028015765604007713,0.04382449577790516,0.03947186301024034,0.03037851695084827,0.028275166741560335,0.04113917733238168,0.061692229274709215,0.03765486075485499,0.03803078047752265,0.06952460047084087,1608.0
